# Title: VN Malicious Domains Splunk Lookup
# Description: Block malicious domains targeting Vietnamese users
# Updated: 2024-08-09T12:06:53Z
# Expires: 1 day (update frequency)
# Homepage: https://gitlab.com/malware-filter/vn-badsite-filter
# License: https://gitlab.com/malware-filter/vn-badsite-filter#license
# Source: https://api.chongluadao.vn/v2/blacklistdomains & https://api.chongluadao.vn/v2/blacklistlinks
"host","path","message","updated"
"172371.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"17hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"17luxury.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"17viva.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"17viva.net","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1818558.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819101.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819102.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819103.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819104.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819105.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819106.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819107.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819108.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1819109.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"185772.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"186666.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"186888.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"188666.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"189319.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"189553.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"189936.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"189937.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"189976.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"18hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"18k.ren","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"18k.shopping","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"191235.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"192127.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"192217.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1975vn.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"19hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"19luxury.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1atoshi.top","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1bblive.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1bets.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1bets.win","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1clmm.me","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1e5u3.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1g88.news","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1live24.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1mmlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1onve.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1point3.io","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1popop.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1ppmsci.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
